#{"t_start": 1765075167.74503, "env_id": "highway-v0"}
r,l,t
58.770777,80,3797.942027
55.215221,80,3805.816849
56.992999,80,3813.695161
56.992999,80,3821.566632
53.570777,80,3829.077717
56.992999,80,3836.781029
58.770777,80,3844.609957
56.992999,80,3852.413857
55.215221,80,3860.063383
53.437443,80,3896.186567
58.770777,80,3903.660982
53.437443,80,3911.295257
55.215221,80,3919.213148
8.970771,13,3920.481373
58.770777,80,3928.402418
56.992999,80,3936.158136
56.992999,80,3943.674595
55.215221,80,3951.520296
55.215221,80,3959.364601
58.770777,80,3967.157813
53.437443,80,3974.751535
55.215221,80,3982.394276
53.437443,80,3990.233642
55.215221,80,3998.12231
55.215221,80,4006.005675
56.992999,80,4013.453953
58.770777,80,4021.065898
55.215221,80,4028.884489
56.992999,80,4036.648545
55.215221,80,4044.301134
57.526332,80,4051.677421
53.437443,80,4059.494274
53.437443,80,4067.267897
53.437443,80,4075.154655
56.992999,80,4082.793076
53.437443,80,4090.232571
58.770777,80,4126.259123
58.770777,80,4133.971805
55.215221,80,4141.84216
53.437443,80,4149.822302
58.770777,80,4157.518983
53.437443,80,4165.08186
55.215221,80,4172.971428
55.215221,80,4180.865801
53.437443,80,4188.579084
56.992999,80,4195.982205
58.770777,80,4203.685371
55.215221,80,4211.477128
55.215221,80,4219.356764
53.437443,80,4227.064218
58.770777,80,4234.511499
55.215221,80,4242.367757
55.215221,80,4250.310592
55.215221,80,4258.149039
55.215221,80,4265.822621
55.215221,80,4273.494882
55.215221,80,4281.387827
56.992999,80,4289.476391
58.770777,80,4297.425815
56.992999,80,4304.980916
58.770777,80,4312.614448
53.437443,80,4348.937486
53.437443,80,4356.781919
55.215221,80,4364.61346
58.770777,80,4372.405315
55.215221,80,4379.90554
55.215221,80,4387.588223
53.437443,80,4395.378313
55.215221,80,4403.276181
55.215221,80,4410.976913
56.992999,80,4418.431374
56.992999,80,4426.081289
58.770777,80,4434.068633
53.437443,80,4441.879265
53.437443,80,4449.571603
55.215221,80,4457.004645
53.437443,80,4464.747408
53.437443,80,4472.623454
56.992999,80,4480.4963
55.215221,80,4487.971751
56.992999,80,4495.509232
53.437443,80,4503.426127
56.992999,80,4511.269735
53.437443,80,4519.127896
56.992999,80,4526.563481
53.437443,80,4534.243537
55.215221,80,4542.158686
55.215221,80,4577.30295
56.992999,80,4585.130397
53.437443,80,4593.060814
55.215221,80,4600.523743
56.992999,80,4608.298909
56.992999,80,4616.182667
53.437443,80,4623.874497
55.215221,80,4631.570577
56.992999,80,4638.872805
58.770777,80,4646.764371
55.215221,80,4654.666241
53.437443,80,4662.584278
53.437443,80,4670.201411
53.437443,80,4677.712756
55.215221,80,4685.450062
55.215221,80,4693.245501
53.437443,80,4701.100429
56.637443,78,4708.325196
8.770774,14,4709.620319
58.770777,80,4717.343118
56.992999,80,4725.149494
55.215221,80,4732.959962
55.215221,80,4740.478255
55.215221,80,4748.109449
58.770777,80,4755.885441
55.215221,80,4763.767198
53.437443,80,4798.726707
53.437443,80,4806.674185
55.215221,80,4814.26494
58.770777,80,4821.719128
55.215221,80,4829.54847
58.770777,80,4837.46376
55.215221,80,4845.411637
53.437443,80,4852.960844
53.437443,80,4860.682702
58.770777,80,4868.430161
56.992999,80,4876.258204
56.992999,80,4883.961519
53.437443,80,4891.366274
55.215221,80,4899.042672
53.437443,80,4906.874284
58.770777,80,4914.723532
56.992999,80,4922.417966
56.992999,80,4929.978021
58.770777,80,4937.879119
53.437443,80,4945.688229
55.215221,80,4953.616185
58.770777,80,4961.10974
53.437443,80,4968.775947
53.437443,80,4976.636026
53.437443,80,4984.514172
56.992999,80,4992.267647
55.215221,80,5028.111316
55.215221,80,5035.706573
56.992999,80,5043.334821
58.770777,80,5051.111378
55.215221,80,5058.95159
55.215221,80,5066.813421
55.215221,80,5074.316253
56.992999,80,5081.937992
58.770777,80,5089.888658
